Crash ID,Agency,City,County,Crash Death Count,Crash Severity,Crash Year,Day of Week,Latitude,Longitude,Charge
14893466,Webster Police Department,Webster,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.54022016,-95.1414616,FAIL TO CONTROL SPEED
14893466,Webster Police Department,Webster,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.54022016,-95.1414616,No Data
14893466,Webster Police Department,Webster,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.54022016,-95.1414616,No Data
14893466,Webster Police Department,Webster,Harris,0,Non-Incapacitating Injury,2016,Sunday,29.54022016,-95.1414616,No Data
14893973,"Department Of Public Safety, State Of Texas",Angleton,Brazoria,0,Possible Injury,2016,Sunday,29.16317584,-95.4546855,DRIVING WHILE INTOXICATED 1ST OFFENSE
14893973,"Department Of Public Safety, State Of Texas",Angleton,Brazoria,0,Possible Injury,2016,Sunday,29.16317584,-95.4546855,No Data
14893973,"Department Of Public Safety, State Of Texas",Angleton,Brazoria,0,Possible Injury,2016,Sunday,29.16317584,-95.4546855,No Data
14893973,"Department Of Public Safety, State Of Texas",Angleton,Brazoria,0,Possible Injury,2016,Sunday,29.16317584,-95.4546855,No Data
14893973,"Department Of Public Safety, State Of Texas",Angleton,Brazoria,0,Possible Injury,2016,Sunday,29.16317584,-95.4546855,No Data
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,DWI BAC >= 0.15;PC 49.04(D)
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,No Data
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,No Data
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,No Data
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,No Data
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,No Data
14894162,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.75099428,-97.34159243,No Data
14894536,"Department Of Public Safety, State Of Texas",Rural Hood County,Hood,1,Killed,2016,Sunday,32.46352751,-97.8105079,INTOXICATION MANSLAUGHTER
14894536,"Department Of Public Safety, State Of Texas",Rural Hood County,Hood,1,Killed,2016,Sunday,32.46352751,-97.8105079,No Data
14894708,"Department Of Public Safety, State Of Texas",Rural Ector County,Ector,0,Not Injured,2016,Sunday,No Data,No Data,DRIVING WHILE INTOXICATED-2ND OFFENSE
14894708,"Department Of Public Safety, State Of Texas",Rural Ector County,Ector,0,Not Injured,2016,Sunday,No Data,No Data,No Data
14895164,El Paso Police Department,El Paso,El Paso,0,Possible Injury,2016,Sunday,31.86105204,-106.4128947,DRIVING WHILE INTOXICATED
14895164,El Paso Police Department,El Paso,El Paso,0,Possible Injury,2016,Sunday,31.86105204,-106.4128947,No Data
14895378,"Department Of Public Safety, State Of Texas",Rural Wood County,Wood,0,Not Injured,2016,Sunday,32.77716229,-95.58981003,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, DWI 1ST, NO DRIVER LICENSE"
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,DWI
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896012,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Sunday,No Data,No Data,No Data
14896214,El Paso County Sheriff's Office,Rural El Paso County,El Paso,0,Possible Injury,2016,Sunday,31.95329136,-106.6031585,DRIVING WHILE INTOXICATED  BAC >=.15
14896214,El Paso County Sheriff's Office,Rural El Paso County,El Paso,0,Possible Injury,2016,Sunday,31.95329136,-106.6031585,No Data
14896214,El Paso County Sheriff's Office,Rural El Paso County,El Paso,0,Possible Injury,2016,Sunday,31.95329136,-106.6031585,No Data
14896214,El Paso County Sheriff's Office,Rural El Paso County,El Paso,0,Possible Injury,2016,Sunday,31.95329136,-106.6031585,No Data
14896214,El Paso County Sheriff's Office,Rural El Paso County,El Paso,0,Possible Injury,2016,Sunday,31.95329136,-106.6031585,No Data
14896813,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,1,Killed,2016,Sunday,29.0208914,-95.55595718,DWI 2ND
14896813,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,1,Killed,2016,Sunday,29.0208914,-95.55595718,No Data
14896813,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,1,Killed,2016,Sunday,29.0208914,-95.55595718,No Data
14897052,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.53482876,-98.56596734,No Data
14897052,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.53482876,-98.56596734,"DWI, FAILURE TO STOP AND GIVE INFO OVER $200"
14898891,"Department Of Public Safety, State Of Texas",Rural Ochiltree County,Ochiltree,0,Non-Incapacitating Injury,2016,Sunday,36.4182548,-100.7656361,DRIVING WHILE INTOXICATED-1ST OFFENSE
14899210,Pasadena Police Department,Pasadena,Harris,0,Not Injured,2016,Sunday,29.66553435,-95.15616315,DWI
14899210,Pasadena Police Department,Pasadena,Harris,0,Not Injured,2016,Sunday,29.66553435,-95.15616315,No Data
14899210,Pasadena Police Department,Pasadena,Harris,0,Not Injured,2016,Sunday,29.66553435,-95.15616315,No Data
14899210,Pasadena Police Department,Pasadena,Harris,0,Not Injured,2016,Sunday,29.66553435,-95.15616315,No Data
14899284,"Department Of Public Safety, State Of Texas",Rural Hidalgo County,Hidalgo,0,Incapacitating Injury,2016,Sunday,26.32200471,-98.25153343,"NO RESTRICTED CLASS M LICENSE, MOTOR DRIVEN CYCLE/MOPED, DRIVING WHILE INTOXICATED, 1ST, 0.15 OR MORE (PC 49.09(D)), FAIL TO DRIVE IN SINGLE LANE"
14899527,Grand Prairie Police Department,Grand Prairie,Dallas,0,Non-Incapacitating Injury,2016,Sunday,32.70462258,-96.99418416,DRIVING WHILE INTOXICATED 1ST  MB
14899527,Grand Prairie Police Department,Grand Prairie,Dallas,0,Non-Incapacitating Injury,2016,Sunday,32.70462258,-96.99418416,No Data
14899527,Grand Prairie Police Department,Grand Prairie,Dallas,0,Non-Incapacitating Injury,2016,Sunday,32.70462258,-96.99418416,No Data
14900058,El Paso Police Department,El Paso,El Paso,0,Non-Incapacitating Injury,2016,Sunday,31.79206484,-106.3310304,DRIVING WHILE INTOXICATED
14900058,El Paso Police Department,El Paso,El Paso,0,Non-Incapacitating Injury,2016,Sunday,31.79206484,-106.3310304,No Data
14900058,El Paso Police Department,El Paso,El Paso,0,Non-Incapacitating Injury,2016,Sunday,31.79206484,-106.3310304,No Data
14900058,El Paso Police Department,El Paso,El Paso,0,Non-Incapacitating Injury,2016,Sunday,31.79206484,-106.3310304,No Data
14900828,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Sunday,31.92521536,-106.4300023,DWI
14902426,"Department Of Public Safety, State Of Texas",Rural Waller County,Waller,0,Not Injured,2016,Sunday,30.24380637,-95.82189354,"DRIVING WHILE INTOXICATED 1ST, PC 49.04(B)"
14902472,Dallas Police Department,Dallas,Dallas,0,Possible Injury,2016,Sunday,32.89859531,-96.76906648,No Data
14902472,Dallas Police Department,Dallas,Dallas,0,Possible Injury,2016,Sunday,32.89859531,-96.76906648,No Data
14902472,Dallas Police Department,Dallas,Dallas,0,Possible Injury,2016,Sunday,32.89859531,-96.76906648,No Data
14902472,Dallas Police Department,Dallas,Dallas,0,Possible Injury,2016,Sunday,32.89859531,-96.76906648,No Data
14903015,Fort Worth Police Department,Fort Worth,Tarrant,0,Not Injured,2016,Sunday,32.71988949,-97.32052357,PC 49.04 - DRIVING WHILE INTOXICATED
14905093,New Braunfels Police Department,New Braunfels,Comal,0,Not Injured,2016,Sunday,29.70030319,-98.12705566,DRIVING WHILE INTOXICATED
14905093,New Braunfels Police Department,New Braunfels,Comal,0,Not Injured,2016,Sunday,29.70030319,-98.12705566,No Data
14905093,New Braunfels Police Department,New Braunfels,Comal,0,Not Injured,2016,Sunday,29.70030319,-98.12705566,No Data
14905093,New Braunfels Police Department,New Braunfels,Comal,0,Not Injured,2016,Sunday,29.70030319,-98.12705566,No Data
14906459,Harris County Constable Precinct 4,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.93875948,-95.38137064,DRIVING WHILE INTOXICATED
14907330,"Department Of Public Safety, State Of Texas",Rural Martin County,Martin,0,Not Injured,2016,Sunday,32.14225562,-101.7546632,DRVING WHILE INTOXICATED
14909662,"Department Of Public Safety, State Of Texas",Rural Hidalgo County,Hidalgo,0,Not Injured,2016,Sunday,26.37824004,-98.09200152,DWI:3RD OFFENSE OR MORE
14912273,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.80030193,-95.70421092,DRIVING WHILE INTOXICATED
14912273,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.80030193,-95.70421092,NO DRIVERS LICENSE
14912273,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.80030193,-95.70421092,No Data
14912273,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.80030193,-95.70421092,No Data
14912273,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.80030193,-95.70421092,No Data
14912273,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.80030193,-95.70421092,No Data
14912912,Cedar Park Police Department,Cedar Park,Williamson,0,Not Injured,2016,Sunday,30.52045779,-97.82993127,DRIVING WHILE INTOXICATED
14915201,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Sunday,29.33504964,-98.61115411,No Data
14917560,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.33256829,-97.68650517,"FAILED TO STOP AND RENDER AID, DRIVING WHILE INTOXICATED"
14917560,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.33256829,-97.68650517,No Data
14917560,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.33256829,-97.68650517,No Data
14917560,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.33256829,-97.68650517,No Data
14917560,Austin Police Department,Austin,Travis,0,Non-Incapacitating Injury,2016,Sunday,30.33256829,-97.68650517,No Data
14920297,"Department Of Public Safety, State Of Texas",Rural Matagorda County,Matagorda,1,Killed,2016,Sunday,28.96973247,-96.2084566,NO CHARGES FILED DUE TO DEATH
14921529,"Department Of Public Safety, State Of Texas",Rural Walker County,Walker,1,Killed,2016,Sunday,30.61595887,-95.50671175,No Data
14921529,"Department Of Public Safety, State Of Texas",Rural Walker County,Walker,1,Killed,2016,Sunday,30.61595887,-95.50671175,No Data
14921529,"Department Of Public Safety, State Of Texas",Rural Walker County,Walker,1,Killed,2016,Sunday,30.61595887,-95.50671175,No Data
14921529,"Department Of Public Safety, State Of Texas",Rural Walker County,Walker,1,Killed,2016,Sunday,30.61595887,-95.50671175,No Data
14921529,"Department Of Public Safety, State Of Texas",Rural Walker County,Walker,1,Killed,2016,Sunday,30.61595887,-95.50671175,No Data
14925277,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.98772175,-95.49867161,DRIVING WHILE INTOXICATED
14925277,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Sunday,29.98772175,-95.49867161,No Data
14928711,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Not Injured,2016,Sunday,30.15326472,-95.32023308,DRIVING WHILE INTOXICATED
14928711,"Department Of Public Safety, State Of Texas",Rural Montgomery County,Montgomery,0,Not Injured,2016,Sunday,30.15326472,-95.32023308,No Data
14934944,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Sunday,29.41323411,-95.20497592,NO CHARGES
14934944,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Sunday,29.41323411,-95.20497592,NO CHARGES
14934944,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Sunday,29.41323411,-95.20497592,NO CHARGES
14934944,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Sunday,29.41323411,-95.20497592,"FAIL TO STOP AND RENDER AID OR GIVE INFORMATION, DRIVING WHILE INTOXICATED"
14983197,Laredo Police Department,Laredo,Webb,1,Killed,2016,Sunday,27.57008658,-99.50278554,No Data
15051243,Garland Police Department,Garland,Dallas,0,Not Injured,2016,Sunday,32.92345422,-96.68311259,"DRIVING WHILE INTOXICATED 1ST WITH BAC>=0.15, TRC-FAILURE TO STOP & LEAVE ID-ATTENDED $200 OR MORE-M(C)"
15051243,Garland Police Department,Garland,Dallas,0,Not Injured,2016,Sunday,32.92345422,-96.68311259,PUBLIC INTOXICATION
15051243,Garland Police Department,Garland,Dallas,0,Not Injured,2016,Sunday,32.92345422,-96.68311259,No Data
15051243,Garland Police Department,Garland,Dallas,0,Not Injured,2016,Sunday,32.92345422,-96.68311259,No Data
15180267,Plano Police Department,Plano,Collin,0,Possible Injury,2016,Sunday,33.05697948,-96.6941155,DWI
15180267,Plano Police Department,Plano,Collin,0,Possible Injury,2016,Sunday,33.05697948,-96.6941155,No Data
15180267,Plano Police Department,Plano,Collin,0,Possible Injury,2016,Sunday,33.05697948,-96.6941155,No Data
15180267,Plano Police Department,Plano,Collin,0,Possible Injury,2016,Sunday,33.05697948,-96.6941155,No Data
15278661,La Marque Police Department,La Marque,Galveston,0,Non-Incapacitating Injury,2016,Sunday,29.34375404,-94.93758841,DRIVING WHILE INTOXICATED
15278661,La Marque Police Department,La Marque,Galveston,0,Non-Incapacitating Injury,2016,Sunday,29.34375404,-94.93758841,No Data
14888804,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Monday,31.76024319,-106.3576421,DWI 3RD
14890506,Galveston Police Department,Galveston,Galveston,0,Not Injured,2016,Monday,29.27557135,-94.83113192,"FAILED TO CONTROL SPEED, NO DRIVERS LICENSE, DWI"
14890506,Galveston Police Department,Galveston,Galveston,0,Not Injured,2016,Monday,29.27557135,-94.83113192,No Data
14890506,Galveston Police Department,Galveston,Galveston,0,Not Injured,2016,Monday,29.27557135,-94.83113192,No Data
14890876,Dallas Police Department,Dallas,Dallas,0,Not Injured,2016,Monday,32.7780476,-96.79066463,No Data
14890876,Dallas Police Department,Dallas,Dallas,0,Not Injured,2016,Monday,32.7780476,-96.79066463,PUBLIC INTOXICATION
14891154,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Monday,29.4888585,-98.58174397,DWI
14891202,Farmers Branch Police Department,Farmers Branch,Dallas,0,Non-Incapacitating Injury,2016,Monday,32.93289423,-96.89651254,"DWI, FAIL TO CONTROL SPEED, NO INSURANCE"
14891870,Round Rock Police Department,Round Rock,Williamson,0,Possible Injury,2016,Monday,30.49226719,-97.69249543,"DWI, POM"
14891870,Round Rock Police Department,Round Rock,Williamson,0,Possible Injury,2016,Monday,30.49226719,-97.69249543,No Data
14892545,Montgomery County Constable Precinct 3,Willis,Montgomery,0,Possible Injury,2016,Monday,30.42048861,-95.49517136,DWI
14892545,Montgomery County Constable Precinct 3,Willis,Montgomery,0,Possible Injury,2016,Monday,30.42048861,-95.49517136,No Data
14892545,Montgomery County Constable Precinct 3,Willis,Montgomery,0,Possible Injury,2016,Monday,30.42048861,-95.49517136,No Data
14892545,Montgomery County Constable Precinct 3,Willis,Montgomery,0,Possible Injury,2016,Monday,30.42048861,-95.49517136,No Data
14892545,Montgomery County Constable Precinct 3,Willis,Montgomery,0,Possible Injury,2016,Monday,30.42048861,-95.49517136,No Data
14893315,Houston Police Department,Houston,Harris,0,Not Injured,2016,Monday,29.82399121,-95.3798988,DWI
14893475,Webster Police Department,Webster,Harris,0,Not Injured,2016,Monday,29.53416004,-95.13591796,DRIVING WHILE INTOXICATED
14893540,Lufkin Police Department,Lufkin,Angelina,0,Not Injured,2016,Monday,31.34793478,-94.72432959,FTMFR 1ST OFFENSE
14893840,Killeen Police Department,Killeen,Bell,0,Incapacitating Injury,2016,Monday,31.09473149,-97.73243981,INTOXICATION ASSAULT
14893840,Killeen Police Department,Killeen,Bell,0,Incapacitating Injury,2016,Monday,31.09473149,-97.73243981,No Data
14894384,Houston Police Department,Houston,Harris,0,Not Injured,2016,Monday,No Data,No Data,FELONY DWI- WITH CHILD PASSENGER
14894384,Houston Police Department,Houston,Harris,0,Not Injured,2016,Monday,No Data,No Data,No Data
14894384,Houston Police Department,Houston,Harris,0,Not Injured,2016,Monday,No Data,No Data,No Data
14894384,Houston Police Department,Houston,Harris,0,Not Injured,2016,Monday,No Data,No Data,No Data
14896056,Arlington Police Department,Arlington,Tarrant,0,Not Injured,2016,Monday,32.73540427,-97.06475192,DWI
14896339,"Department Of Public Safety, State Of Texas",Rural Harrison County,Harrison,1,Killed,2016,Monday,32.4327774,-94.34638977,No Data
14896339,"Department Of Public Safety, State Of Texas",Rural Harrison County,Harrison,1,Killed,2016,Monday,32.4327774,-94.34638977,No Data
14898641,"Department Of Public Safety, State Of Texas",Rural Navarro County,Navarro,0,Possible Injury,2016,Monday,31.84375763,-96.59712982,DRIVING WHILE INTOXICATED
14898641,"Department Of Public Safety, State Of Texas",Rural Navarro County,Navarro,0,Possible Injury,2016,Monday,31.84375763,-96.59712982,No Data
14899162,Harris County Constable Precinct 4,Rural Harris County,Harris,0,Not Injured,2016,Monday,29.97936319,-95.21737572,"DRIVING WHILE INTOXICATED, UNSAFE LANGE CHANGE, FAIL TO GIVE INFO/RENDER AID"
14899162,Harris County Constable Precinct 4,Rural Harris County,Harris,0,Not Injured,2016,Monday,29.97936319,-95.21737572,No Data
14899162,Harris County Constable Precinct 4,Rural Harris County,Harris,0,Not Injured,2016,Monday,29.97936319,-95.21737572,No Data
14900881,Gainesville Police Department,Gainesville,Cooke,0,Non-Incapacitating Injury,2016,Monday,33.62183929,-97.1479433,DRIVING WHILE INTOXICATED
14901471,"Department Of Public Safety, State Of Texas",Rural Cameron County,Cameron,0,Not Injured,2016,Monday,26.23270736,-97.71143045,DRIVING WHILE INTOXICATED
14902962,"Department Of Public Safety, State Of Texas",Beckville,Panola,0,Not Injured,2016,Monday,32.24075825,-94.4557759,DWLI WITH PREVIOUS CONVICTION
14902962,"Department Of Public Safety, State Of Texas",Beckville,Panola,0,Not Injured,2016,Monday,32.24075825,-94.4557759,No Data
14902962,"Department Of Public Safety, State Of Texas",Beckville,Panola,0,Not Injured,2016,Monday,32.24075825,-94.4557759,No Data
14902962,"Department Of Public Safety, State Of Texas",Beckville,Panola,0,Not Injured,2016,Monday,32.24075825,-94.4557759,No Data
14903103,"Department Of Public Safety, State Of Texas",Rural Gregg County,Gregg,0,Not Injured,2016,Monday,32.38196796,-94.70343894,DRIVING WHILE INTOXICATED
14908001,Houston Police Department,Houston,Harris,0,Non-Incapacitating Injury,2016,Monday,29.65310715,-95.56354411,"DWI, N.O.L., NO INS."
14908001,Houston Police Department,Houston,Harris,0,Non-Incapacitating Injury,2016,Monday,29.65310715,-95.56354411,No Data
14911155,"Department Of Public Safety, State Of Texas",Rural Walker County,Walker,0,Not Injured,2016,Monday,30.79272815,-95.67490346,DRIVING WHILE INTOXICATED 1ST
14938606,San Antonio Police Department,San Antonio,Bexar,1,Killed,2016,Monday,29.44681103,-98.40067468,No Data
15005821,Jacinto City Police Department,Jacinto City,Harris,0,Not Injured,2016,Monday,29.7607548,-95.24721312,"DWI, FSGI"
15005821,Jacinto City Police Department,Jacinto City,Harris,0,Not Injured,2016,Monday,29.7607548,-95.24721312,"NO INSURANCE, NO D.L."
14891162,San Antonio Police Department,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.558578,-98.517179,DWI ABOVE .15
14891162,San Antonio Police Department,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.558578,-98.517179,No Data
14893833,College Station Police Department,College Station,Brazos,0,Possible Injury,2016,Tuesday,30.58950466,-96.3380128,"DRIVING WHILE INTOXICATED, FAIL TO CONTROL SPEED, DWLI"
14893833,College Station Police Department,College Station,Brazos,0,Possible Injury,2016,Tuesday,30.58950466,-96.3380128,No Data
14893833,College Station Police Department,College Station,Brazos,0,Possible Injury,2016,Tuesday,30.58950466,-96.3380128,No Data
14893833,College Station Police Department,College Station,Brazos,0,Possible Injury,2016,Tuesday,30.58950466,-96.3380128,No Data
14894492,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.49081846,-98.48342341,No Data
14894492,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.49081846,-98.48342341,DRIVING WHILE INTOXICATED
14894898,Tyler Police Department,Tyler,Smith,0,Possible Injury,2016,Tuesday,32.35022026,-95.32803294,No Data
14894898,Tyler Police Department,Tyler,Smith,0,Possible Injury,2016,Tuesday,32.35022026,-95.32803294,No Data
14894898,Tyler Police Department,Tyler,Smith,0,Possible Injury,2016,Tuesday,32.35022026,-95.32803294,No Data
14894898,Tyler Police Department,Tyler,Smith,0,Possible Injury,2016,Tuesday,32.35022026,-95.32803294,DWI
14894898,Tyler Police Department,Tyler,Smith,0,Possible Injury,2016,Tuesday,32.35022026,-95.32803294,No Data
14895940,"Department Of Public Safety, State Of Texas",Rural Atascosa County,Atascosa,1,Killed,2016,Tuesday,28.78237637,-98.31464545,No Data
14896651,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Tuesday,29.90438477,-95.42272307,No Data
14896651,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Tuesday,29.90438477,-95.42272307,DRIVING WHILE INTOXICATED
14896651,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Tuesday,29.90438477,-95.42272307,No Data
14896651,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Tuesday,29.90438477,-95.42272307,No Data
14896651,Harris County Sheriff's Office,Rural Harris County,Harris,0,Non-Incapacitating Injury,2016,Tuesday,29.90438477,-95.42272307,No Data
14897149,El Paso Police Department,El Paso,El Paso,0,Not Injured,2016,Tuesday,31.75964223,-106.4975738,DRIVING WHILE INTOXICATED
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,DWI 2D
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14903384,Bexar County Law Enforcement,San Antonio,Bexar,0,Possible Injury,2016,Tuesday,29.50295067,-98.72795868,No Data
14905045,McAllen Police Department,McAllen,Hidalgo,0,Not Injured,2016,Tuesday,26.29215514,-98.21490175,DRIVING WHILE INTOXICATED
14906429,San Antonio Police Department,San Antonio,Bexar,0,Unknown,2016,Tuesday,29.46365497,-98.5365923,No Data
14906815,Arlington Police Department,Arlington,Tarrant,0,Incapacitating Injury,2016,Tuesday,32.77933903,-97.09671819,DWI
14906815,Arlington Police Department,Arlington,Tarrant,0,Incapacitating Injury,2016,Tuesday,32.77933903,-97.09671819,No Data
14906815,Arlington Police Department,Arlington,Tarrant,0,Incapacitating Injury,2016,Tuesday,32.77933903,-97.09671819,No Data
14906815,Arlington Police Department,Arlington,Tarrant,0,Incapacitating Injury,2016,Tuesday,32.77933903,-97.09671819,No Data
14906815,Arlington Police Department,Arlington,Tarrant,0,Incapacitating Injury,2016,Tuesday,32.77933903,-97.09671819,No Data
14911318,"Department Of Public Safety, State Of Texas",Rural Hill County,Hill,0,Not Injured,2016,Tuesday,32.21899455,-97.08456023,DRIVING WHILE INTOXICATED-3RD/SUBSEQUENT OFFENSE
14911652,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Tuesday,29.14045725,-95.59875264,DRIVING WHILE INTOXICATED 2ND
14911652,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Tuesday,29.14045725,-95.59875264,No Data
14911652,"Department Of Public Safety, State Of Texas",Rural Brazoria County,Brazoria,0,Not Injured,2016,Tuesday,29.14045725,-95.59875264,No Data
14913800,"Department Of Public Safety, State Of Texas",Rural Ector County,Ector,0,Incapacitating Injury,2016,Tuesday,31.78310726,-102.2900702,DRIVING WHILE INTOXICATED - 2ND
14915472,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.46629933,-98.60155934,DWI W/ BLOOD ALCH .15 OR HIGHER
14915472,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.46629933,-98.60155934,No Data
14915472,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.46629933,-98.60155934,No Data
14915472,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.46629933,-98.60155934,No Data
14915472,San Antonio Police Department,San Antonio,Bexar,0,Not Injured,2016,Tuesday,29.46629933,-98.60155934,No Data
14916939,Arlington Police Department,Arlington,Tarrant,0,Non-Incapacitating Injury,2016,Tuesday,32.71061428,-97.1077325,DWI
14922172,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Tuesday,30.0037964,-95.53372162,No Data
14922172,Harris County Sheriff's Office,Rural Harris County,Harris,0,Not Injured,2016,Tuesday,30.0037964,-95.53372162,FAIL TO YLD ROW/DRIVE/ALLEY/BLDG
14923461,"Department Of Public Safety, State Of Texas",Rural McLennan County,McLennan,0,Possible Injury,2016,Tuesday,31.72096187,-97.10284369,No Data
